filename,width,height,class,xmin,ymin,xmax,ymax
0_metal_5337.jpg,300,168,complete,111,25,236,167
1_factory_1241.jpg,2448,2448,incomplete,331,162,2089,1890
1_factory_1434.jpg,2448,2448,incomplete,94,301,2447,2240
0_concrete_2731.jpg,512,320,complete,92,7,409,307
0_metal_4245.jpg,275,183,complete,41,14,177,147
1_factory_440.jpg,4032,3024,incomplete,526,121,2617,2507
0_factory_685.jpg,3024,4032,complete,0,0,3024,3417
1_wood_5516.jpg,512,341,incomplete,139,40,434,287
0_wood_7174.jpg,275,183,complete,55,3,192,176
1_concrete_2707.jpg,1680,1050,incomplete,319,79,1283,944
0_wood_5894.jpg,284,177,complete,81,25,222,176
0_factory_606.jpg,2448,3264,complete,0,0,2448,3059
0_factory_798.jpg,2448,2448,complete,369,71,2185,2157
0_metal_4283.jpg,284,177,complete,44,1,198,173
0_factory_735.jpg,4032,3024,complete,971,410,3350,2949
0_factory_178.jpg,2448,2448,complete,616,509,1910,2375
1_metal_3114.jpg,1920,1200,incomplete,551,32,1467,1089
1_concrete_2101.jpg,300,168,incomplete,100,28,215,165
0_factory_1360.jpg,3264,2448,complete,855,110,2336,2159
0_wood_6650.jpg,300,168,complete,97,28,203,144
0_wood_5882.jpg,284,177,complete,72,12,195,148
0_wood_6076.jpg,1920,1200,complete,633,3,1572,1006
1_concrete_1896.jpg,1500,987,incomplete,242,0,1076,835
0_wood_6297.jpg,300,168,complete,67,0,234,146
1_metal_3255.jpg,1062,751,incomplete,186,65,795,708
1_concrete_1757.jpg,225,225,incomplete,13,3,203,224
0_concrete_2060.jpg,1600,885,complete,394,140,1003,871
0_concrete_3110.jpg,1000,667,complete,218,45,719,666
1_factory_1400.jpg,4032,3024,incomplete,1020,213,3457,2755
1_concrete_1450.jpg,1246,765,incomplete,360,138,876,758
0_concrete_3235.jpg,1920,1080,complete,739,107,1425,1015
1_wood_4345.jpg,275,183,incomplete,76,0,221,168
1_factory_982.jpg,2448,2448,incomplete,68,144,2271,2093
1_wood_4410.jpg,275,183,incomplete,80,16,228,182
0_factory_777.jpg,2448,2448,complete,0,126,2448,2393
1_wood_4841.jpg,300,168,incomplete,69,27,199,167
0_metal_5335.jpg,284,177,complete,58,31,171,169
0_concrete_2287.jpg,1000,563,complete,388,86,825,498
0_factory_872.jpg,4032,3024,complete,742,0,3204,2845
0_factory_1284.jpg,2448,2448,complete,268,45,2176,2441
1_metal_3508.jpg,300,168,incomplete,43,11,189,161
1_wood_4734.jpg,728,485,incomplete,143,60,614,484
0_factory_1477.jpg,4032,3024,complete,983,393,3062,2567
1_concrete_2697.jpg,1920,1080,incomplete,505,41,1441,953
0_wood_7031.jpg,3600,3600,complete,422,0,3142,3041
0_metal_5136.jpg,1024,822,complete,326,32,881,821
0_wood_6792.jpg,284,177,complete,74,0,218,144
1_factory_358.jpg,2448,2448,incomplete,0,124,2381,2447
0_metal_5079.jpg,1024,768,complete,189,76,836,744
1_metal_3259.jpg,1906,1191,incomplete,555,71,1591,1190
0_concrete_2239.jpg,225,225,complete,9,3,194,224
0_metal_5121.jpg,1906,1191,complete,749,194,1492,972
1_wood_4434.jpg,300,168,incomplete,63,0,232,158
1_concrete_2110.jpg,290,174,incomplete,44,10,212,149
1_factory_973.jpg,3024,4032,incomplete,129,427,3023,3558
1_factory_431.jpg,2448,2448,incomplete,119,474,2207,2163
1_factory_684.jpg,3024,4032,incomplete,0,526,3024,3673
1_concrete_2672.jpg,512,320,incomplete,147,46,462,319
0_concrete_3003.jpg,300,168,complete,99,0,211,158
0_concrete_2827.jpg,910,683,complete,197,24,712,619
1_metal_2759.jpg,3000,2000,incomplete,855,131,2509,1712
0_wood_7050.jpg,3600,3600,complete,549,25,3599,3506
1_concrete_2480.jpg,300,168,incomplete,90,13,213,161
1_concrete_2604.jpg,225,225,incomplete,29,15,207,211
0_factory_242.jpg,3024,4032,complete,298,526,2983,3448
1_metal_3681.jpg,2560,1440,incomplete,925,10,2032,1393
0_factory_731.jpg,4032,3024,complete,251,53,3231,3023
1_wood_4606.jpg,2560,1600,incomplete,641,279,1886,1489
0_concrete_3150.jpg,512,342,complete,151,52,420,309
0_concrete_2131.jpg,289,174,complete,81,15,190,160
1_factory_678.jpg,2448,3264,incomplete,0,209,2448,2862
0_metal_4968.jpg,1600,1000,complete,405,144,1157,999
0_concrete_2548.jpg,284,177,complete,78,29,229,149
0_wood_7431.jpg,2560,1600,complete,302,0,1638,1560
0_concrete_3606.jpg,1920,1080,complete,507,109,1301,1072
1_concrete_2590.jpg,300,168,incomplete,70,2,243,156
0_concrete_3397.jpg,284,177,complete,76,14,192,172
0_wood_6622.jpg,1820,1214,complete,541,174,1460,1205
0_metal_4889.jpg,300,168,complete,78,0,210,163
0_metal_5040.jpg,1920,1200,complete,484,121,1172,1062
0_factory_1562.jpg,2448,3264,complete,0,50,2448,3211
1_concrete_1523.jpg,3008,3008,incomplete,277,369,2739,2805
0_wood_7283.jpg,276,183,complete,101,4,206,139
0_wood_6230.jpg,300,168,complete,82,7,220,156
0_metal_4573.jpg,512,287,complete,149,33,375,243
1_factory_672.jpg,2448,3264,incomplete,6,376,2447,3105
1_wood_5204.jpg,1920,1200,incomplete,310,171,1537,1199
1_metal_2774.jpg,1062,751,incomplete,255,148,733,684
0_concrete_3183.jpg,1920,1080,complete,647,42,1329,963
1_factory_763.jpg,2448,2448,incomplete,483,112,2233,2369
1_factory_772.jpg,2448,2448,incomplete,207,10,2266,2276
1_factory_1038.jpg,2448,2448,incomplete,30,0,2385,2448
0_metal_4212.jpg,284,177,complete,75,0,204,151
1_concrete_2464.jpg,275,183,incomplete,24,0,233,181
0_metal_4151.jpg,1920,1080,complete,416,54,1185,895
1_wood_4326.jpg,2560,1600,incomplete,694,130,1972,1522
1_concrete_2710.jpg,1680,1050,incomplete,346,0,1336,856
0_concrete_2217.jpg,300,168,complete,110,8,224,154
1_factory_186.jpg,2448,2448,incomplete,210,181,2425,2447
1_wood_4941.jpg,276,183,incomplete,52,28,216,169
0_concrete_2724.jpg,512,342,complete,123,45,365,292
0_concrete_3385.jpg,300,168,complete,99,12,198,147
1_wood_5235.jpg,1820,1214,incomplete,342,156,1623,1213
1_factory_1359.jpg,4032,3024,incomplete,360,0,3818,3024
0_metal_4844.jpg,300,168,complete,83,0,219,168
1_wood_5152.jpg,1920,1080,incomplete,419,0,1498,895
1_metal_2964.jpg,259,194,incomplete,44,0,223,177
0_wood_6004.jpg,626,417,complete,219,58,414,346
0_metal_4598.jpg,1024,768,complete,109,0,717,729
0_wood_7216.jpg,300,168,complete,95,11,232,165
0_concrete_3319.jpg,1680,1050,complete,427,77,1116,828
1_factory_265.jpg,2448,3264,incomplete,0,403,2448,2733
1_metal_3148.jpg,3000,2000,incomplete,788,6,2224,1646
0_factory_1287.jpg,2448,2448,complete,100,306,2026,2447
0_concrete_3049.jpg,259,194,complete,61,20,187,163
0_metal_5188.jpg,300,168,complete,91,35,196,167
1_metal_3405.jpg,300,168,incomplete,49,24,192,154
0_concrete_2704.jpg,1000,563,complete,306,3,803,549
0_wood_6382.jpg,275,183,complete,68,20,199,180
1_concrete_2420.jpg,1680,1050,incomplete,358,0,1294,1050
0_factory_246.jpg,3024,4032,complete,230,252,3012,3765
0_metal_4185.jpg,300,168,complete,90,2,247,167
0_wood_7304.jpg,300,168,complete,87,23,199,167
1_metal_3633.jpg,512,288,incomplete,110,14,338,271
1_factory_1207.jpg,3024,4032,incomplete,0,275,3024,3539
0_metal_4239.jpg,259,194,complete,64,34,213,192
1_wood_4969.jpg,284,177,incomplete,89,9,203,159
0_metal_4927.jpg,284,177,complete,79,26,195,174
0_metal_4981.jpg,1920,1200,complete,627,0,1427,953
1_wood_5004.jpg,284,177,incomplete,52,5,195,160
1_concrete_2063.jpg,300,168,incomplete,98,13,215,150
1_concrete_2673.jpg,512,320,incomplete,146,15,448,319
0_factory_479.jpg,2448,2448,complete,244,258,2017,2351
1_concrete_1836.jpg,512,288,incomplete,154,47,337,241
1_wood_4413.jpg,275,183,incomplete,28,5,196,177
0_metal_4104.jpg,2560,1440,complete,855,158,1908,1296
0_concrete_2237.jpg,225,225,complete,33,12,183,185
1_factory_1240.jpg,2448,2448,incomplete,0,345,1983,2397
0_factory_1645.jpg,3024,4032,complete,0,0,3024,4032
0_wood_7075.jpg,728,485,complete,249,0,590,404
0_factory_1081.jpg,2448,3264,complete,62,420,2447,3263
1_factory_1124.jpg,2448,2448,incomplete,341,314,2447,2315
1_concrete_2186.jpg,183,275,incomplete,0,15,183,269
1_factory_701.jpg,4032,3024,incomplete,844,0,3558,3024
0_factory_1209.jpg,4032,3024,complete,747,147,3242,2881
1_concrete_2087.jpg,300,168,incomplete,58,11,228,162
0_factory_1736.jpg,2448,2448,complete,134,47,2064,2325
1_wood_5574.jpg,1401,981,incomplete,335,89,1081,904
1_metal_3348.jpg,284,177,incomplete,104,20,215,157
0_metal_4040.jpg,3888,2592,complete,1255,0,2998,2034
1_concrete_1751.jpg,225,225,incomplete,30,0,212,195
0_factory_1350.jpg,4032,3024,complete,568,19,3240,3023
0_concrete_2043.jpg,1680,1050,complete,349,0,1272,876
0_wood_6201.jpg,275,183,complete,62,19,238,182
0_factory_1107.jpg,4032,3024,complete,903,374,3064,2462
0_concrete_2817.jpg,1920,1080,complete,622,133,1526,1042
0_concrete_2623.jpg,262,192,complete,34,35,189,180
0_factory_1417.jpg,2448,2448,complete,440,297,2147,2292
0_wood_7007.jpg,1300,866,complete,386,60,994,803
1_factory_491.jpg,3024,4032,incomplete,23,30,3023,3441
0_wood_6280.jpg,275,183,complete,65,16,199,162
0_factory_1727.jpg,2448,2448,complete,288,488,1737,2105
0_metal_5315.jpg,275,183,complete,60,9,179,158
0_metal_4006.jpg,1280,720,complete,438,0,1019,624
1_metal_4137.jpg,1920,1200,incomplete,442,137,1443,1199
1_metal_4014.jpg,300,168,incomplete,56,4,229,167
0_factory_402.jpg,3264,2448,complete,906,478,2699,2447
1_concrete_2257.jpg,512,288,incomplete,170,18,417,253
0_metal_4072.jpg,512,320,complete,158,49,361,266
0_metal_4309.jpg,300,168,complete,45,0,192,144
1_metal_3372.jpg,225,225,incomplete,0,0,211,199
0_metal_5005.jpg,3888,2592,complete,727,99,2871,2411
0_factory_1159.jpg,2448,3264,complete,0,240,2274,2998
1_wood_4241.jpg,1920,1200,incomplete,166,116,1274,1199
0_concrete_2413.jpg,1920,1200,complete,354,67,1429,1167
1_metal_2831.jpg,284,177,incomplete,80,3,220,159
1_factory_713.jpg,3024,4032,incomplete,0,526,2998,4031
0_wood_6829.jpg,300,168,complete,114,16,215,131
1_metal_2789.jpg,1920,1080,incomplete,377,125,1219,981
0_concrete_3383.jpg,300,168,complete,90,10,214,154
1_wood_5079.jpg,1600,1200,incomplete,144,139,1404,1199
0_factory_1882.jpg,4032,3024,complete,1176,339,2729,2568
1_wood_5150.jpg,1920,1080,incomplete,456,167,1358,1079
1_wood_4891.jpg,275,183,incomplete,84,12,223,158
0_wood_5579.jpg,1920,1080,complete,292,0,1236,1021
1_concrete_2022.jpg,1998,1375,incomplete,423,189,1533,1374
1_metal_3736.jpg,1906,1191,incomplete,289,204,1278,1170
1_concrete_2619.jpg,2560,1600,incomplete,622,0,2153,1600
0_concrete_3490.jpg,300,168,complete,108,7,250,158
0_factory_703.jpg,4032,3024,complete,698,11,3144,2680
1_metal_3119.jpg,1920,1200,incomplete,351,83,1544,1199
0_factory_118.jpg,2448,2448,complete,0,0,2004,2448
1_metal_3891.jpg,284,177,incomplete,92,0,239,162
0_metal_4308.jpg,300,168,complete,80,0,211,144
0_wood_6419.jpg,512,341,complete,105,28,357,326
0_factory_1830.jpg,4032,3024,complete,452,0,3062,2694
1_concrete_2363.jpg,1920,1080,incomplete,504,104,1300,953
1_wood_4474.jpg,300,168,incomplete,83,18,205,167
0_wood_7013.jpg,1920,1080,complete,627,0,1421,1080
1_factory_1168.jpg,2448,2448,incomplete,468,253,2446,2164
0_factory_565.jpg,3264,2448,complete,845,231,2669,2447
0_factory_99.jpg,2448,2448,complete,603,316,1986,2083
1_metal_4102.jpg,3888,2592,incomplete,537,199,3047,2561
0_concrete_2948.jpg,275,183,complete,44,4,173,164
0_factory_982.jpg,2448,2448,complete,329,324,1960,2423
1_concrete_2686.jpg,512,288,incomplete,166,47,391,287
1_concrete_2095.jpg,300,168,incomplete,93,0,229,148
0_factory_1416.jpg,2448,2448,complete,309,0,2370,2128
1_factory_917.jpg,2448,2448,incomplete,469,0,2421,2416
1_concrete_2629.jpg,1000,667,incomplete,73,31,813,666
1_metal_2763.jpg,1920,1080,incomplete,469,23,1226,854
1_factory_561.jpg,3264,2448,incomplete,758,0,2586,2448
0_factory_1203.jpg,3024,4032,complete,91,3,3023,3950
0_factory_906.jpg,2448,2448,complete,251,0,2205,2285
0_wood_6668.jpg,2560,1600,complete,588,71,1693,1318
0_metal_4918.jpg,300,168,complete,113,0,211,130
1_concrete_2149.jpg,259,194,incomplete,78,0,227,162
0_concrete_3491.jpg,300,168,complete,96,14,220,153
0_concrete_2231.jpg,225,225,complete,45,22,172,211
0_concrete_2918.jpg,2880,1800,complete,787,215,2184,1799
0_factory_83.jpg,3264,2448,complete,1194,131,2659,2076
0_concrete_2318.jpg,512,288,complete,144,37,350,279
0_metal_4469.jpg,284,177,complete,37,0,206,164
1_factory_1045.jpg,3264,2448,incomplete,838,260,2722,2176
1_concrete_1977.jpg,300,168,incomplete,68,19,219,145
0_concrete_3417.jpg,300,168,complete,71,24,218,167
1_factory_1107.jpg,4032,3024,incomplete,844,165,3281,2738
1_wood_4282.jpg,1024,683,incomplete,284,77,879,659
1_metal_3355.jpg,275,183,incomplete,55,21,210,154
1_concrete_2106.jpg,290,174,incomplete,99,23,233,159
1_concrete_1968.jpg,300,168,incomplete,78,13,211,164
0_concrete_3584.jpg,512,288,complete,201,19,419,277
0_metal_3850.jpg,300,168,complete,82,0,245,147
0_metal_4286.jpg,284,177,complete,75,29,194,154
1_factory_1064.jpg,2448,2448,incomplete,520,499,2303,2274
0_concrete_3012.jpg,290,174,complete,67,0,199,146
0_factory_491.jpg,3024,4032,complete,314,797,2993,3969
1_metal_4040.jpg,284,177,incomplete,71,17,234,145
0_concrete_3018.jpg,287,175,complete,63,0,197,171
0_factory_1775.jpg,3264,2448,complete,542,0,2315,2046
0_factory_513.jpg,4032,3024,complete,518,163,2887,2718
0_concrete_2360.jpg,1920,1080,complete,475,124,1332,885
0_factory_1612.jpg,4032,3024,complete,1100,268,3449,2928
0_concrete_2056.jpg,1600,885,complete,580,65,1176,756
1_concrete_2438.jpg,2880,1800,incomplete,866,12,2040,1530
0_factory_726.jpg,3024,4032,complete,22,318,3023,3393
0_wood_6020.jpg,1920,1080,complete,444,95,1379,1054
0_wood_7156.jpg,284,177,complete,69,0,208,148
1_wood_4636.jpg,1920,1080,incomplete,482,149,1326,938
0_metal_4770.jpg,300,168,complete,75,4,195,153
0_metal_4822.jpg,300,168,complete,79,3,185,144
1_factory_1211.jpg,4032,3024,incomplete,320,0,3707,2930
1_wood_4889.jpg,275,183,incomplete,70,18,206,168
1_factory_450.jpg,4032,3024,incomplete,615,284,3526,2960
1_wood_5031.jpg,1920,1080,incomplete,601,133,1340,933
0_wood_5627.jpg,1920,1200,complete,585,126,1251,1199
1_metal_2972.jpg,275,183,incomplete,41,21,226,167
0_factory_421.jpg,2448,2448,complete,218,0,2039,2124
0_metal_5177.jpg,284,177,complete,73,0,196,156
0_metal_4226.jpg,300,168,complete,91,18,198,143
0_factory_1794.jpg,2448,2448,complete,543,402,2028,2319
0_concrete_2936.jpg,274,184,complete,81,15,210,157
0_wood_6581.jpg,2560,1600,complete,775,0,1937,1600
0_factory_1386.jpg,2448,2448,complete,245,162,2270,2447
0_metal_3904.jpg,284,177,complete,111,0,219,152
0_metal_5274.jpg,284,177,complete,70,32,199,170
1_concrete_1874.jpg,1246,765,incomplete,376,14,887,623
0_factory_1164.jpg,3024,4032,complete,280,76,2697,3290
0_wood_6986.jpg,1920,1080,complete,527,138,1375,1079
1_metal_3270.jpg,1920,1080,incomplete,293,15,1283,1009
1_metal_3768.jpg,300,168,incomplete,52,17,210,165
1_metal_3096.jpg,1280,720,incomplete,332,9,936,674
1_factory_77.jpg,2448,2448,incomplete,0,0,2448,2147
0_factory_546.jpg,2448,2448,complete,0,132,2319,2391
0_metal_5525.jpg,1920,1200,complete,442,0,1357,1189
0_metal_3905.jpg,284,177,complete,50,18,188,170
1_wood_5073.jpg,1600,1200,incomplete,368,0,1477,1078
0_metal_4591.jpg,2560,1440,complete,779,0,1847,1311
1_concrete_1623.jpg,275,183,incomplete,75,23,206,158
0_factory_1503.jpg,2448,2448,complete,36,368,2143,2447
0_metal_4116.jpg,1024,768,complete,83,0,843,744
1_metal_2804.jpg,300,168,incomplete,83,3,224,141
1_concrete_1440.jpg,1300,866,incomplete,221,96,997,830
0_factory_453.jpg,4032,3024,complete,647,363,3197,2848
0_wood_5713.jpg,284,177,complete,97,2,208,164
1_metal_3860.jpg,284,177,incomplete,37,8,217,176
1_metal_3716.jpg,3000,2000,incomplete,561,413,2461,1937
0_metal_5434.jpg,1280,720,complete,256,0,856,643
0_concrete_2297.jpg,512,342,complete,125,6,405,316
0_wood_6151.jpg,1024,683,complete,328,133,796,617
0_factory_1758.jpg,2448,2448,complete,303,0,2384,2203
0_metal_4769.jpg,300,168,complete,90,30,200,166
1_wood_5407.jpg,300,168,incomplete,45,14,209,167
0_factory_1384.jpg,2448,2448,complete,588,326,2276,2366
0_wood_6434.jpg,512,355,complete,171,21,464,322
1_metal_2817.jpg,268,188,incomplete,47,3,227,180
0_concrete_2482.jpg,1600,885,complete,544,48,1236,812
0_concrete_3401.jpg,289,174,complete,90,8,201,173
0_factory_287.jpg,2448,2448,complete,437,98,2307,2325
0_wood_7417.jpg,1600,1200,complete,517,65,1435,1067
0_concrete_3323.jpg,1680,1050,complete,581,142,1179,878
0_factory_647.jpg,2448,2448,complete,0,0,2089,2448
0_factory_1330.jpg,2448,2448,complete,374,511,2260,2284
1_factory_1284.jpg,2448,2448,incomplete,93,122,1974,2115
0_metal_5224.jpg,284,177,complete,84,0,202,163
1_metal_3842.jpg,284,177,incomplete,32,18,201,158
1_factory_1243.jpg,2448,2448,incomplete,332,339,2277,2340
0_factory_738.jpg,2448,2448,complete,412,384,1901,2099
1_metal_4050.jpg,1280,720,incomplete,286,63,1050,705
1_metal_3063.jpg,284,177,incomplete,79,10,191,154
1_wood_5366.jpg,284,177,incomplete,65,11,211,157
0_wood_7139.jpg,275,183,complete,51,11,199,179
0_factory_713.jpg,3024,4032,complete,280,536,3023,3809
1_wood_4459.jpg,276,183,incomplete,73,25,242,182
0_factory_482.jpg,4032,3024,complete,893,43,3144,2477
0_concrete_1982.jpg,910,683,complete,298,0,770,682
0_concrete_2365.jpg,1920,1080,complete,505,136,1385,1022
0_wood_5757.jpg,284,177,complete,80,0,245,150
1_wood_5464.jpg,284,177,incomplete,77,24,224,167
1_concrete_2026.jpg,1140,760,incomplete,297,17,852,658
0_wood_6878.jpg,626,417,complete,199,35,538,392
1_metal_2854.jpg,259,194,incomplete,13,0,244,194
1_wood_4350.jpg,275,183,incomplete,78,0,207,169
0_metal_4767.jpg,284,177,complete,71,0,210,159
0_concrete_2480.jpg,1600,885,complete,537,41,1217,806
1_wood_4706.jpg,3600,3600,incomplete,834,572,3498,3059
1_factory_112.jpg,2448,2448,incomplete,0,206,1879,2147
1_factory_493.jpg,3024,4032,incomplete,0,0,2912,3650
1_factory_249.jpg,4032,3024,incomplete,1216,347,3729,2930
1_concrete_1880.jpg,1920,1080,incomplete,559,116,1447,942
0_factory_261.jpg,2448,2448,complete,690,108,2170,2447
0_wood_7266.jpg,300,168,complete,110,1,212,142
1_factory_1351.jpg,4032,3024,incomplete,417,565,2911,2956
0_concrete_1962.jpg,1920,1080,complete,581,74,1437,1072
0_metal_3648.jpg,1300,1147,complete,297,59,1146,1146
0_factory_1240.jpg,2448,2448,complete,494,173,2090,2151
0_metal_3730.jpg,284,177,complete,109,12,237,155
1_wood_4363.jpg,300,168,incomplete,86,0,201,153
0_wood_6218.jpg,284,177,complete,63,11,229,175
1_metal_4007.jpg,238,212,incomplete,35,17,237,179
1_factory_843.jpg,2448,2448,incomplete,358,62,2335,2123
1_metal_3968.jpg,298,169,incomplete,50,18,247,168
0_concrete_2235.jpg,225,225,complete,24,51,164,224
1_factory_38.jpg,4032,3024,incomplete,1170,357,3317,2417
0_metal_4781.jpg,1920,1080,complete,673,72,1237,1046
0_factory_499.jpg,2448,2448,complete,418,125,2447,2443
0_metal_3720.jpg,268,188,complete,65,8,176,183
0_wood_7392.jpg,512,355,complete,151,59,384,336
0_wood_6260.jpg,300,168,complete,99,21,234,165
1_concrete_2633.jpg,1000,667,incomplete,241,118,709,570
0_metal_5322.jpg,300,168,complete,89,11,211,167
1_concrete_2280.jpg,1680,1050,incomplete,448,0,1292,894
0_factory_1294.jpg,3264,2448,complete,390,71,2662,2297
0_wood_7053.jpg,3600,3600,complete,444,764,2968,3559
0_metal_4372.jpg,284,177,complete,39,19,200,176
0_metal_5452.jpg,1600,1000,complete,519,0,1135,1000
1_factory_645.jpg,2448,2448,incomplete,0,152,2448,2447
0_wood_7173.jpg,275,183,complete,49,16,183,180
0_concrete_3485.jpg,300,168,complete,88,19,202,152
